ori_word,clean_word,cat_ids
secretive*,secretive,[121]
secrets,secrets,"[121, 131, 132]"
sect,sect,[359]
sectarian,sectarian,[359]
section,section,"[250, 252, 1, 20]"
sector*,sector,[354]
sects,sects,[359]
secur*,secur,"[125, 126, 137]"
seduc*,seduc,"[146, 149]"
see,see,"[11, 14, 140, 141]"
seeing,seeing,"[140, 141]"
seem,seem,"[11, 14, 131, 132, 135]"
seemed,seemed,"[11, 13, 131, 132, 135]"
seeming*,seeming,"[131, 132, 135]"
seems,seems,"[11, 14, 131, 132, 135]"
seen,seen,"[11, 13, 140, 141]"
seer,seer,"[140, 141]"
sees,sees,"[11, 14, 140, 141]"
segment,segment,"[250, 252, 20]"
seizure*,seizure,"[146, 148]"
selection,selection,[20]
self,self,"[121, 124]"
selfish*,selfish,"[125, 127]"
sell,sell,[358]
seller*,seller,[358]
selling,selling,[358]
sells,sells,[358]
semester*,semester,[354]
seminar*,seminar,[359]
send*,send,"[121, 250, 251]"
senior*,senior,"[253, 250, 354]"
sensation,sensation,"[146, 147]"
sensations,sensations,"[146, 147]"
sense,sense,"[131, 132]"
sensed,sensed,"[11, 13, 131, 132]"
senses,senses,"[131, 132]"
sensing,sensing,"[131, 132]"
sent,sent,"[121, 250, 251, 11, 13]"
sentimental*,sentimental,"[125, 126]"
separat*,separat,"[250, 252]"
september*,september,"[253, 250]"
sequen*,sequen,"[253, 250]"
series,series,[20]
serious,serious,"[125, 127]"
seriously,seriously,"[1, 16, 125, 127]"
seriousness,seriousness,"[125, 127]"
servic*,servic,[354]
servings,servings,"[146, 150]"
session*,session,[354]
set,set,[250]
seven*,seven,"[1, 21]"
several,several,"[1, 20]"
severe*,severe,"[125, 127]"
sex*,sex,"[146, 149]"
shake*,shake,"[125, 127, 128, 251, 250]"
shaki*,shaki,"[125, 127, 128, 131, 135]"
shaky,shaky,"[125, 127, 128, 131, 135]"
shall,shall,"[11, 1, 12, 15]"
shame*,shame,"[125, 127, 128]"
shant,shant,"[11, 1, 12, 19]"
shan't,shan't,"[11, 1, 12, 19]"
shape*,shape,"[252, 250]"
shaping*,shaping,"[252, 250]"
share,share,"[121, 125, 126]"
shared,shared,"[11, 13, 121, 125, 126]"
shares,shares,"[121, 125, 126]"
sharing,sharing,"[121, 125, 126]"
sharp*,sharp,"[140, 143]"
she,she,"[1, 2, 3, 7, 121]"
she'd,she'd,"[1, 2, 3, 7, 11, 12]"
she'll,she'll,"[1, 2, 3, 7, 11, 12]"
shes,shes,"[1, 2, 3, 7, 11, 12]"
she's,she's,"[1, 2, 3, 7, 11, 12]"
shi'*,shi',[359]
shiite*,shiite,[359]
shilling*,shilling,[358]
shine,shine,"[140, 141]"
shini*,shini,"[140, 141]"
shiny,shiny,"[140, 141]"
shirt*,shirt,"[146, 147]"
shit*,shit,"[125, 127, 129, 146, 147, 22]"
shock*,shock,"[125, 127]"
shoe*,shoe,"[146, 147]"
shook,shook,"[125, 127, 128, 251, 250]"
shop,shop,"[356, 358]"
shopaholic*,shopaholic,"[356, 358]"
shopp*,shopp,"[356, 358]"
shops,shops,"[356, 358]"
short*,short,"[252, 250]"
should,should,"[11, 1, 12, 15, 131, 134]"
shoulder*,shoulder,"[146, 147]"
shouldnt,shouldnt,"[11, 1, 12, 15, 19, 131]"
should'nt,should'nt,"[11, 1, 12, 15, 19, 131]"
shouldn't,shouldn't,"[11, 1, 12, 15, 19, 131]"
shoulds,shoulds,"[131, 134]"
shouldve,shouldve,"[11, 1, 12, 13, 15, 131]"
should've,should've,"[11, 1, 12, 13, 15, 131]"
shout*,shout,"[140, 142]"
show,show,[356]
showed,showed,"[11, 13]"
shower*,shower,[357]
shows,shows,[356]
shrine*,shrine,[359]
shut,shut,"[250, 252]"
shy*,shy,"[125, 127, 128]"
sick,sick,"[146, 148]"
sickday*,sickday,"[354, 146, 148]"
sicken*,sicken,"[125, 127, 128]"
sicker,sicker,"[146, 148]"
sickest,sickest,"[146, 148]"
sickleave*,sickleave,"[354, 146, 148]"
sickly,sickly,"[146, 148]"
sickness*,sickness,"[146, 148]"
side,side,"[252, 250]"
sides,sides,"[252, 250]"
siding,siding,"[252, 250]"
sigh,sigh,"[463, 125]"
sighed,sighed,[125]
sighing,sighing,[125]
sighs,sighs,[125]
sight*,sight,"[140, 141]"
sign,sign,[131]
significant,significant,[20]
sikh*,sikh,[359]
silen*,silen,"[140, 142]"
silk*,silk,"[140, 143]"
silli*,silli,"[125, 126]"
silly,silly,"[125, 126]"
simple*,simple,[20]
simply,simply,[16]
simultaneous*,simultaneous,"[253, 250]"
sin,sin,"[125, 127, 359]"
since,since,"[1, 17, 131, 133]"
sincer*,sincer,"[125, 126]"
sing,sing,[356]
singing,singing,[356]
singl*,singl,"[1, 20]"
sings,sings,[356]
sinister,sinister,"[125, 127, 129]"
sinn*,sinn,[359]
sins,sins,"[125, 127, 359]"
sinus*,sinus,"[146, 148]"
sir,sir,"[121, 124]"
sis,sis,"[121, 122]"
sister*,sister,"[121, 122]"
sit,sit,[250]
site,site,"[250, 252]"
sitting,sitting,[250]
six*,six,"[1, 21]"
skat*,skat,[356]
skelet*,skelet,"[146, 147]"
skeptic*,skeptic,"[125, 127, 129]"
ski,ski,[356]
skied,skied,[356]
skier*,skier,[356]
skiing,skiing,[356]
skill,skill,[355]
skilled,skilled,[355]
skills,skills,[355]
skin,skin,"[140, 143, 146, 147]"
skin'*,skin',"[140, 143, 146, 147]"
skinni*,skinni,"[146, 147, 150]"
skinny*,skinny,"[146, 150]"
skis,skis,[356]
skull,skull,"[146, 147]"
sky*,sky,"[252, 250]"
slaughter*,slaughter,[360]
sleep*,sleep,"[146, 147]"
slender*,slender,"[146, 147]"
slept,slept,"[146, 147, 11, 13]"
slid,slid,"[251, 250]"
slide,slide,"[251, 250]"
slides,slides,"[251, 250]"
sliding,sliding,"[251, 250]"
slow*,slow,"[253, 250]"
slut*,slut,"[125, 127, 146, 149]"
small*,small,"[252, 250]"
smart*,smart,"[125, 126]"
smell*,smell,[140]
smil*,smil,"[125, 126]"
smok*,smok,"[146, 150]"
smooth*,smooth,"[140, 143]"
smother*,smother,"[125, 127, 129]"
smug*,smug,"[125, 127]"
snack*,snack,"[146, 150]"
sniff*,sniff,[140]
snob*,snob,"[125, 127, 129]"
snort*,snort,[140]
so,so,"[1, 16, 18]"
soaps,soaps,[356]
sob,sob,"[125, 127, 130, 22]"
sobbed,sobbed,"[125, 127, 130]"
sobbing,sobbing,"[125, 127, 130]"
sobs,sobs,"[125, 127, 130]"
soccer*,soccer,[356]
sociab*,sociab,"[125, 126]"
social*,social,[121]
societ*,societ,"[121, 121, 124]"
soda*,soda,"[146, 150]"
sofa*,sofa,[357]
soft*,soft,"[140, 143]"
sold,sold,"[11, 13, 358]"
solemn*,solemn,"[125, 127, 130]"
solitaire,solitaire,[356]
solution*,solution,"[131, 132, 133, 355]"
solve,solve,"[131, 132, 133, 355]"
solved,solved,"[131, 133, 355, 132]"
solves,solves,"[131, 132, 133, 355]"
solving,solving,"[131, 132, 133, 355]"
some,some,"[1, 20, 131, 135]"
somebod*,somebod,"[1, 2, 9, 121, 131, 135]"
somehow,somehow,"[1, 16, 131, 135]"
someone*,someone,"[1, 2, 9, 121, 131, 135]"
something*,something,"[1, 2, 9, 131, 135, 139]"
sometime,sometime,"[131, 135, 139, 253, 250]"
sometimes,sometimes,"[131, 135, 253, 250]"
somewhat,somewhat,"[131, 135, 1, 20]"
somewhere,somewhere,"[250, 252, 1, 2, 9, 131]"
son,son,"[121, 122]"
song*,song,"[356, 140, 142]"
sonofa*,sonofa,[22]
sons,sons,"[121, 122]"
son's,son's,"[121, 122]"
soon,soon,"[1, 16, 253, 250]"
soone*,soone,"[253, 250]"
sooo*,sooo,"[1, 16]"
sophom*,sophom,[354]
sore*,sore,"[146, 148]"
sororit*,sororit,[354]
sorrow*,sorrow,"[125, 127, 130]"
sorry,sorry,"[125, 127]"
sort,sort,"[131, 135]"
sorta,sorta,"[131, 135]"
sortof,sortof,"[131, 135]"
sorts,sorts,"[131, 135]"
sortsa,sortsa,"[131, 135]"
soul,soul,[359]
soulmate*,soulmate,"[121, 123, 125, 126]"
souls,souls,[359]
sound*,sound,"[140, 142]"
sour,sour,[140]
source*,source,"[131, 133]"
soure*,soure,[140]
souri*,souri,[140]
sours,sours,[140]
soury,soury,[140]
south*,south,"[252, 250]"
spa,spa,[356]
space,space,"[252, 250]"
spaced,spaced,"[252, 250]"
spaces,spaces,"[252, 250]"
spaci*,spaci,"[252, 250]"
span,span,"[252, 250]"
spann*,spann,"[252, 250]"
spas,spas,[356]
spat,spat,"[146, 147]"
speak,speak,"[121, 140, 142]"
speaker*,speaker,"[140, 142]"
speaking,speaking,"[121, 140, 142]"
speaks,speaks,"[121, 140, 142]"
special,special,"[125, 126]"
sped,sped,"[253, 250]"
speech*,speech,"[140, 142]"
speed*,speed,"[253, 250]"
spend,spend,[358]
spender,spender,[358]
spending,spending,[358]
spends,spends,[358]
spent,spent,"[11, 13, 358]"
spice,spice,[140]
spiced,spiced,[140]
spices,spices,[140]
spicy,spicy,[140]
spinal,spinal,"[146, 147]"
spine,spine,"[146, 147]"
spirit*,spirit,[359]
spit,spit,"[146, 147]"
spite*,spite,"[125, 127, 129]"
spits,spits,"[146, 147]"
spitting,spitting,"[146, 147]"
splend*,splend,"[125, 126]"
spoke*,spoke,"[11, 13, 121, 140, 142]"
sport*,sport,[356]
spose,spose,"[131, 135]"
spous*,spous,"[121, 122]"
spring,spring,"[253, 250]"
squar*,squar,"[140, 141]"
squeez*,squeez,"[140, 143]"
staff*,staff,[354]
stage,stage,[250]
stair*,stair,"[250, 252]"
stammer*,stammer,"[125, 127]"
stand,stand,[250]
standard,standard,[131]
standup,standup,[356]
stank,stank,"[140, 125, 127]"
stapl*,stapl,[354]
stare*,stare,"[140, 141]"
staring,staring,"[140, 141]"
start,start,"[11, 14, 253, 250]"
started,started,"[11, 13, 253, 250]"
starter*,starter,"[253, 250]"
starting,starting,"[253, 250]"
startl*,startl,"[125, 127, 128]"
starts,starts,"[11, 14, 253, 250]"
startup*,startup,"[253, 250]"
starve*,starve,"[146, 150]"
starving,starving,"[146, 150]"
state,state,[250]
statement*,statement,"[131, 132]"
stay*,stay,[250]
stayed,stayed,"[11, 13]"
std*,std,"[146, 148, 149]"
steal*,steal,"[125, 127]"
stench*,stench,"[140, 125, 127]"
step,step,"[251, 250]"
stepchild*,stepchild,"[121, 122]"
stepfat*,stepfat,"[121, 122]"
stepkid*,stepkid,"[121, 122]"
stepmot*,stepmot,"[121, 122]"
stepp*,stepp,"[251, 250]"
steps,steps,"[251, 250]"
stereo,stereo,[356]
stereos,stereos,[356]
stiff*,stiff,"[131, 137, 146, 148]"
still,still,"[1, 16, 253, 250]"
stimul*,stimul,"[131, 133]"
stink*,stink,"[140, 125, 127]"
stipend*,stipend,"[354, 358]"
stock,stock,[354]
stocked,stocked,[354]
stocker,stocker,[354]
stocks,stocks,"[354, 358]"
stomach*,stomach,"[146, 147]"
stoned,stoned,[356]
stood,stood,"[11, 13]"
stop,stop,"[131, 137, 253, 250]"
stopped,stopped,"[11, 13, 131, 137, 253, 250]"
stopper*,stopper,"[131, 137, 251, 250, 253, 250]"
stopping,stopping,"[131, 137, 253, 250]"
stops,stops,"[131, 137, 253, 250]"
store,store,[358]
stories,stories,"[121, 131]"
story,story,"[121, 131]"
stove*,stove,[357]
straight,straight,"[250, 252]"
strain*,strain,"[125, 127, 128]"
strange,strange,"[125, 127]"
strateg*,strateg,[355]
street*,street,"[252, 250]"
strength*,strength,"[125, 126, 355]"
strept*,strept,"[146, 148]"
stress*,stress,"[125, 127, 128]"
stretch*,stretch,"[252, 250]"
striv*,striv,[355]
stroke*,stroke,"[146, 148, 140, 143]"
stroki*,stroki,"[140, 143]"
strong*,strong,"[125, 126, 355]"
struggl*,struggl,"[125, 127, 128]"
stubborn*,stubborn,"[125, 127, 129, 131, 137]"
stuck,stuck,"[11, 13]"
stud,stud,"[146, 149]"
student*,student,[354]
studied,studied,"[11, 13, 354]"
studies,studies,[354]
studio,studio,[357]
studios,studios,[357]
studious,studious,[354]
study*,study,[354]
stuff,stuff,"[1, 2, 9]"
stuffed,stuffed,"[146, 150]"
stunk,stunk,"[140, 125, 127]"
stunned,stunned,"[125, 127, 128]"
stuns,stuns,"[125, 127, 128]"
stupid*,stupid,"[125, 127, 129]"
stutter*,stutter,"[125, 127]"
subdue*,subdue,"[131, 137]"
submissive*,submissive,"[125, 127]"
subsequen*,subsequen,"[253, 250]"
succeed*,succeed,"[125, 126, 354, 355]"
success*,success,"[125, 126, 354, 355]"
such,such,"[1, 16]"
suck,suck,"[11, 14, 125, 127, 129, 22]"
sucked,sucked,"[11, 13, 125, 127, 129, 22]"
sucker*,sucker,"[125, 127, 129]"
sucks,sucks,"[11, 14, 125, 127, 129, 22]"
sucky,sucky,"[125, 127, 129]"
sudden*,sudden,"[253, 250]"
suffer,suffer,"[125, 127, 130]"
suffered,suffered,"[11, 13, 125, 127, 130]"
sufferer*,sufferer,"[125, 127, 130]"
suffering,suffering,"[125, 127, 130]"
suffers,suffers,"[125, 127, 130]"
sugar*,sugar,"[146, 150, 140]"
suggest*,suggest,[121]
suicid*,suicid,[360]
summer*,summer,"[253, 250]"
sumptuous*,sumptuous,[140]
sunbath*,sunbath,[356]
sunburn*,sunburn,"[146, 148]"
sunday*,sunday,"[253, 250]"
sunli*,sunli,"[140, 141]"
sunni,sunni,[359]
sunnier,sunnier,"[125, 126]"
sunniest,sunniest,"[125, 126]"
sunnis,sunnis,[359]
sunny,sunny,"[125, 126]"
sunshin*,sunshin,"[125, 126, 140, 141]"
super,super,"[125, 126, 355]"
superb*,superb,[355]
superior*,superior,"[125, 126]"
supervis*,supervis,[354]
supper*,supper,"[146, 150]"
support,support,"[11, 14, 125, 126]"
supported,supported,"[11, 13, 125, 126]"
supporter*,supporter,"[125, 126]"
supporting,supporting,"[125, 126]"
supportive*,supportive,"[125, 126]"
supports,supports,"[11, 14, 125, 126]"
suppose,suppose,"[11, 14, 131, 135]"
supposed,supposed,"[11, 13, 131, 135]"
supposes,supposes,"[11, 14, 131, 135]"
supposing,supposing,"[131, 135]"
supposition*,supposition,"[131, 135]"
suppress*,suppress,"[131, 137]"
suprem*,suprem,"[125, 126]"
sure*,sure,"[125, 126, 131, 136]"
surfac*,surfac,"[252, 250]"
surgeon*,surgeon,"[146, 148]"
surger*,surger,"[146, 148]"
surpris*,surpris,"[125, 126]"
surround*,surround,"[252, 250]"
surviv*,surviv,[355]
suspect*,suspect,"[131, 132]"
suspicio*,suspicio,"[125, 127, 128, 131, 132]"
swallow*,swallow,"[146, 150]"
swam,swam,"[251, 250]"
sweat*,sweat,"[146, 147]"
sweep*,sweep,[357]
sweet,sweet,"[125, 126, 140]"
sweetheart*,sweetheart,"[121, 123, 125, 126]"
sweetie*,sweetie,"[121, 123, 125, 126]"
sweetly,sweetly,"[125, 126]"
sweetness*,sweetness,"[140, 125, 126]"
sweets,sweets,"[140, 125, 126]"
swelling,swelling,"[146, 148]"
swim*,swim,"[251, 250, 356]"
swollen,swollen,"[146, 148]"
syllabus*,syllabus,[354]
symphon*,symphon,[356]
symptom*,symptom,"[146, 148]"
synch*,synch,"[253, 250]"
syndrome*,syndrome,"[146, 148]"
syphili*,syphili,"[146, 148, 149]"
system*,system,[250]
taboo*,taboo,"[131, 137]"
take,take,"[11, 14]"
taken,taken,"[11, 13]"
takes,takes,"[11, 14]"
taking,taking,"[11, 14]"
talent*,talent,"[125, 126]"
talk,talk,[121]
talkative*,talkative,[121]
talked,talked,"[11, 13, 121]"
talker*,talker,[121]
talking,talking,[121]
talks,talks,[121]
tall,tall,"[252, 250]"
taller,taller,"[252, 250]"
tallest,tallest,"[252, 250]"
tang,tang,[140]
tangy,tangy,[140]
tanning,tanning,[356]
tantrum*,tantrum,"[125, 127, 129]"
tart,tart,[140]
tast*,tast,"[146, 150, 140]"
taught,taught,"[11, 13, 354]"
tax,tax,"[354, 358]"
taxa*,taxa,"[354, 358]"
taxed,taxed,"[354, 358]"
taxes,taxes,"[354, 358]"
taxing,taxing,"[354, 358]"
tea,tea,"[146, 150]"
teach*,teach,[354]
team*,team,"[121, 354, 355, 356]"
tears,tears,"[125, 127, 130]"
teas*,teas,"[121, 125, 127, 129]"
techno,techno,[356]
teeth*,teeth,"[146, 147]"
tehe,tehe,"[125, 126]"
telephon*,telephon,[121]
television*,television,[356]
tell,tell,[121]
telling,telling,[121]
tells,tells,[121]
temper,temper,"[125, 127, 129]"
tempers,tempers,"[125, 127, 129]"
temple*,temple,[359]
tempora*,tempora,"[131, 135, 253, 250]"
ten,ten,"[1, 21]"
tenant*,tenant,[357]
tend,tend,"[11, 14]"
tended,tended,"[11, 13]"
tender*,tender,"[125, 126, 146, 148]"
tendon,tendon,"[146, 147]"
tendoni*,tendoni,"[146, 148]"
tendons,tendons,"[146, 147]"
tends,tends,"[11, 14]"
tennis*,tennis,[356]
tense*,tense,"[125, 127, 128]"
tensing,tensing,"[125, 127, 128]"
tension*,tension,"[125, 127, 128]"
tentativ*,tentativ,"[131, 135]"
tenth,tenth,"[1, 21]"
tenure*,tenure,[354]
tequila,tequila,[356]
term,term,"[250, 253, 20]"
terminat*,terminat,"[250, 253]"
terribl*,terribl,"[125, 127]"
terrific*,terrific,"[125, 126]"
terrified,terrified,"[125, 127, 128]"
terrifies,terrifies,"[125, 127, 128]"
terrify,terrify,"[125, 127, 128, 129]"
terrifying,terrifying,"[125, 127, 128]"
territor*,territor,"[252, 250]"
terror*,terror,"[125, 127, 128]"
test,test,[354]
testament*,testament,[359]
tested,tested,[354]
testing,testing,[354]
testosterone*,testosterone,"[146, 148]"
tests,tests,[354]
textbook*,textbook,[354]
than,than,"[1, 17]"
thank,thank,"[11, 14, 125, 126]"
thanked,thanked,"[11, 13, 125, 126]"
thankf*,thankf,"[125, 126]"
thanks,thanks,"[11, 14, 125, 126]"
that,that,"[1, 2, 9]"
thatd,thatd,"[1, 2, 9, 11, 12]"
that'd,that'd,"[1, 2, 9, 11, 12]"
thatll,thatll,"[1, 2, 9, 11, 12, 15]"
that'll,that'll,"[1, 2, 9, 11, 12, 15]"
thats,thats,"[1, 2, 9, 11, 12, 14]"
that's,that's,"[1, 2, 9, 11, 12, 14]"
the,the,"[1, 10]"
theat*,theat,[356]
thee,thee,"[1, 2, 3, 6, 121]"
their*,their,"[1, 2, 3, 8, 121]"
them,them,"[1, 2, 3, 8, 121]"
themselves,themselves,"[1, 2, 3, 8, 121]"
then,then,"[1, 18, 253, 250]"
theolog*,theolog,[359]
theor*,theor,"[131, 135]"
therap*,therap,"[146, 148]"
there,there,"[1, 16]"
therefor*,therefor,"[131, 133]"
theres,theres,"[11, 1, 12, 14, 16]"
there's,there's,"[11, 1, 12, 14, 16]"
thermometer*,thermometer,"[146, 148]"
these,these,"[1, 2, 9]"
theses,theses,[354]
thesis,thesis,[354]
they,they,"[1, 2, 3, 8, 121]"
theyd,theyd,"[1, 2, 3, 8, 11, 12]"
they'd,they'd,"[1, 2, 3, 8, 11, 12]"
theyll,theyll,"[1, 2, 3, 8, 11, 12]"
they'll,they'll,"[1, 2, 3, 8, 11, 12]"
theyre,theyre,"[11, 1, 12, 14, 121]"
they're,they're,"[11, 1, 12, 14, 121]"
theyve,theyve,"[1, 2, 3, 8, 11, 12]"
they've,they've,"[1, 2, 3, 8, 11, 12]"
thick*,thick,"[252, 250, 140, 143]"
thief,thief,"[125, 127]"
thieve*,thieve,"[125, 127]"
thigh*,thigh,"[146, 147]"
thin,thin,"[252, 250, 140, 143]"
thine,thine,"[1, 2, 3, 6, 121]"
thing*,thing,"[1, 2, 9]"
think,think,"[11, 14, 131, 132]"
thinker*,thinker,"[131, 132]"
thinking*,thinking,"[131, 132]"
thinks,thinks,"[11, 14, 131, 132]"
thinly,thinly,"[252, 250]"
thinn*,thinn,"[252, 250, 140, 143]"
third,third,"[1, 21]"
thirst*,thirst,"[146, 147, 150]"
thirt*,thirt,"[1, 21]"
this,this,"[1, 2, 9]"
tho,tho,"[1, 16, 18]"
those,those,"[1, 2, 9]"
thou,thou,"[1, 2, 3, 6, 121]"
though,though,"[1, 16, 18]"
thought,thought,"[11, 13, 131, 132]"
thoughtful*,thoughtful,"[125, 126]"
thoughts,thoughts,"[131, 132]"
thousand*,thousand,"[1, 21]"
thoust,thoust,"[1, 2, 3, 6, 121]"
threat*,threat,"[125, 127, 129]"
three,three,"[1, 21]"
threw,threw,"[11, 13, 251, 250]"
thrift*,thrift,[358]
thrill*,thrill,"[125, 126]"
throat*,throat,"[146, 147]"
throb*,throb,"[146, 148]"
through*,through,"[1, 17]"
throw*,throw,"[251, 250]"
thru,thru,"[1, 17]"
thunder*,thunder,"[140, 142]"
thursday*,thursday,"[253, 250]"
thus,thus,"[131, 133]"
thy,thy,"[1, 2, 3, 6, 121]"
thyroid*,thyroid,"[146, 148]"
ticked,ticked,"[125, 127, 129]"
ticket*,ticket,[356]
tidi*,tidi,"[131, 137]"
tidy,tidy,"[131, 137]"
tight*,tight,"[131, 137, 140, 143]"
til,til,"[1, 17, 18, 253, 250]"
till,till,"[1, 17, 18, 253, 250]"
time*,time,"[253, 250]"
timid*,timid,"[125, 127, 128]"
timing,timing,"[253, 250]"
tingl*,tingl,"[146, 148]"
tinier,tinier,"[252, 250]"
tiniest,tiniest,"[252, 250]"
tiny,tiny,"[252, 250]"
tire*,tire,"[146, 148]"
tiring,tiring,"[146, 148]"
tit,tit,"[146, 147, 149, 22]"
tits,tits,"[146, 147, 149, 22]"
titties,titties,"[146, 147, 149, 22]"
titty,titty,"[146, 147, 149, 22]"
tivo*,tivo,[356]
to,to,"[1, 17]"
toaster*,toaster,[357]
today*,today,"[253, 250]"
toe,toe,"[146, 147]"
toefl,toefl,[354]
toenail*,toenail,"[146, 147]"
toes,toes,"[146, 147]"
together,together,"[252, 250]"
told,told,"[11, 13, 121]"
toleran*,toleran,"[125, 126]"
tomb*,tomb,[360]
tomorrow*,tomorrow,"[253, 250]"
ton,ton,"[1, 20]"
tongue*,tongue,"[146, 147, 140]"
tonight*,tonight,"[253, 250]"
tons,tons,"[1, 20]"
tonsils,tonsils,"[146, 147]"
too,too,"[1, 16]"
took,took,"[11, 13, 251, 250]"
tooth*,tooth,"[146, 147]"
top,top,"[252, 250, 355]"
torah,torah,[359]
tortur*,tortur,"[125, 127, 129]"
total,total,"[131, 136, 1, 20]"
totally,totally,"[1, 16, 131, 136]"
touch*,touch,"[140, 143]"
tough*,tough,"[125, 127]"
toward*,toward,"[1, 17, 252, 250]"
town,town,"[250, 252]"
tox*,tox,"[146, 148]"
toy*,toy,[356]
trade*,trade,"[354, 358]"
trading,trading,"[354, 358]"
traged*,traged,"[125, 127, 130]"
tragic*,tragic,"[125, 127, 130]"
tranquil*,tranquil,"[125, 126]"
transact*,transact,"[250, 251, 121]"
transcript*,transcript,[354]
transfer*,transfer,[354]
transport*,transport,"[251, 250]"
trauma*,trauma,"[125, 127]"
travel*,travel,"[251, 250, 356]"
treasur*,treasur,"[125, 126]"
treat,treat,"[125, 126]"
trembl*,trembl,"[125, 127, 128]"
triang*,triang,"[140, 141]"
triathl*,triathl,[356]
tricep*,tricep,"[146, 147]"
trick*,trick,"[125, 127, 129]"
tried,tried,"[11, 13, 355]"
tries,tries,"[11, 14, 355]"
trigger*,trigger,"[131, 133]"
trillion*,trillion,"[1, 21]"
trip,trip,"[251, 250]"
tripl*,tripl,"[1, 20]"
tripped,tripped,"[251, 250]"
tripping,tripping,"[251, 250]"
trips,trips,"[251, 250]"
trite,trite,"[125, 127]"
triumph*,triumph,"[125, 126, 355]"
trivi*,trivi,"[125, 127]"
troubl*,troubl,"[125, 127]"
TRUE,TRUE,"[131, 136, 125, 126]"
trueness,trueness,"[125, 126]"
truer,truer,"[125, 126]"
truest,truest,"[125, 126, 131, 136]"
truly,truly,"[1, 16, 125, 126, 131, 136]"
trust*,trust,"[125, 126]"
truth*,truth,"[125, 126, 131, 136]"
try,try,"[11, 14, 355]"
trying,trying,[355]
tuesday*,tuesday,"[253, 250]"
tuition,tuition,[358]
tumo*,tumo,"[146, 148]"
turmoil,turmoil,"[125, 127, 128]"
turn,turn,"[11, 14]"
turned,turned,"[11, 13]"
turns,turns,"[11, 14]"
tutor*,tutor,[354]
tv*,tv,[356]
twel*,twel,"[1, 21]"
twent*,twent,"[1, 21]"
twice,twice,"[1, 21]"
twitch*,twitch,"[146, 148]"
two,two,"[1, 21]"
tylenol,tylenol,"[146, 148]"
type*,type,[354]
typically,typically,"[131, 135]"
typing,typing,[354]
ugh,ugh,"[125, 127]"
ugl*,ugl,"[125, 127, 129]"
uh,uh,[463]
uhhu*,uhhu,[462]
uhuh,uhuh,"[1, 19, 462]"
ulcer*,ulcer,"[146, 148]"
um,um,[463]
umm*,umm,[463]
unable,unable,[355]
unaccept*,unaccept,"[131, 132]"
unambigu*,unambigu,"[131, 136]"
unattractive,unattractive,"[125, 127]"
unaware*,unaware,"[131, 132]"
unbeat*,unbeat,[355]
uncertain*,uncertain,"[125, 127, 128, 131, 135]"
uncle,uncle,"[121, 122]"
unclear*,unclear,"[131, 135]"
uncles,uncles,"[121, 122]"
uncle's,uncle's,"[121, 122]"
uncomfortabl*,uncomfortabl,"[125, 127, 128]"
uncontrol*,uncontrol,"[125, 127, 128]"
undecided*,undecided,"[131, 135]"
undeniab*,undeniab,"[131, 136]"
under,under,"[1, 17, 252, 250]"
undergrad*,undergrad,[354]
underneath,underneath,"[1, 17, 252, 250]"
underpaid,underpaid,"[354, 358]"
undersid*,undersid,"[252, 250]"
understand,understand,"[11, 14, 131, 132]"
understandab*,understandab,"[131, 132]"
understanding*,understanding,"[131, 132]"
understands,understands,"[11, 14, 131, 132]"
understood,understood,"[11, 13, 131, 132]"
undesire*,undesire,"[131, 134]"
undetermin*,undetermin,"[131, 135]"
undo,undo,"[131, 134]"
undoubt*,undoubt,"[131, 136]"
uneas*,uneas,"[125, 127, 128]"
unemploy*,unemploy,[354]
unfortunate*,unfortunate,"[125, 127]"
unfriendly,unfriendly,"[125, 127]"
ungrateful*,ungrateful,"[125, 127]"
unhapp*,unhapp,"[125, 127, 130]"
unhealth*,unhealth,"[146, 148]"
unimportant,unimportant,"[125, 127, 130]"
unimpress*,unimpress,"[125, 127]"
unique,unique,"[1, 20]"
universe*,universe,"[252, 250]"
universit*,universit,[354]
unkind,unkind,"[125, 127]"
unknow*,unknow,"[131, 135]"
unless,unless,"[1, 17, 18, 131, 139]"
unlikel*,unlikel,"[131, 135]"
unlov*,unlov,"[125, 127]"
unluck*,unluck,"[131, 135]"
unneccess*,unneccess,"[131, 134]"
unneed*,unneed,"[131, 134]"
unpleasant,unpleasant,"[125, 127]"
unproduc*,unproduc,"[354, 355]"
unprotected,unprotected,"[125, 127]"
unquestion*,unquestion,"[131, 136]"
unrelat*,unrelat,"[131, 132]"
unresolv*,unresolv,"[131, 135]"
unsavo*,unsavo,"[140, 125, 127]"
unsettl*,unsettl,"[131, 135]"
unsuccessful*,unsuccessful,"[125, 127, 130, 355]"
unsure*,unsure,"[125, 127, 128, 131, 135]"
until,until,"[1, 17, 18, 253, 250]"
unto,unto,"[1, 17]"
unwant*,unwant,"[131, 134]"
unwelcom*,unwelcom,"[125, 127]"
unwind*,unwind,[356]
up,up,"[1, 17, 252, 250]"
updat*,updat,"[250, 253]"
upon,upon,"[1, 17, 252, 250]"
upper,upper,"[252, 250]"
upperclass*,upperclass,[354]
uppermost,uppermost,"[252, 250]"
upset*,upset,"[125, 127, 128]"
upstairs,upstairs,"[252, 250]"
uptight*,uptight,"[125, 127, 128, 131, 137]"
ur,ur,[121]
